"species","common.name","label","longitude","latitude","site.type","year","pct.freq","avg.cov","invasive"
"Fagus grandifolia","American beech","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Fraxinus pennsylvanica","green ash","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Galium trifidum","threepetal bedstraw","RAM-40",-68.21386862,44.30474563,"RAM",2020,75,NA,FALSE
"Gaultheria hispidula","creeping snowberry","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Gaylussacia baccata","black huckleberry","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Glyceria canadensis","rattlesnake mannagrass","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Glyceria striata","fowl manna grass","RAM-40",-68.21386862,44.30474563,"RAM",2020,75,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Ilex verticillata","common winterberry","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Impatiens capensis","jewelweed","RAM-40",-68.21386862,44.30474563,"RAM",2020,75,NA,FALSE
"Juncus canadensis","Canadian rush","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Juncus effusus","common rush","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Linnaea borealis","twinflower","RAM-40",-68.21386862,44.30474563,"RAM",2020,75,NA,FALSE
"Lonicera villosa","mountain fly honeysuckle","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Lycopus uniflorus","northern bugleweed","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Lysimachia terrestris","earth loosestrife","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Melampyrum lineare","narrowleaf cowwheat","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Morella pensylvanica","northern bayberry","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Oclemena acuminata","whorled wood aster","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Oclemena nemoralis","bog aster","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Onoclea sensibilis","sensitive fern","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Osmunda claytoniana","interrupted fern","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Osmundastrum cinnamomea","cinnamon fern","RAM-40",-68.21386862,44.30474563,"RAM",2020,75,NA,FALSE
"Persicaria lapathifolia","curlytop knotweed","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Persicaria sagittata","arrowleaf tearthumb","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Phegopteris connectilis","northern beech fern","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Picea mariana","black spruce","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Picea rubens","red spruce","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Pinus strobus","eastern white pine","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Rhamnus frangula","glossy buckthorn","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,TRUE
"Rhododendron canadense","rhodora","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Rhododendron groenlandicum","bog Labrador tea","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Rosa nitida","shining rose","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Rubus flagellaris","northern dewberry","RAM-40",-68.21386862,44.30474563,"RAM",2020,75,NA,FALSE
"Rubus idaeus","American red raspberry","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Rubus pubescens","dwarf red blackberry","RAM-40",-68.21386862,44.30474563,"RAM",2020,75,NA,FALSE
"Salix discolor","pussy willow","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Solidago gigantea","giant goldenrod","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Solidago rugosa","wrinkleleaf goldenrod","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Sorbus americana","American mountain ash","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Sparganium americanum","American bur-reed","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Spiraea alba","white meadowsweet","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Spiraea tomentosa","steeplebush","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Symphyotrichum novi-belgii","New York aster","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Thalictrum pubescens","king of the meadow","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Thelypteris noveboracensis","New York fern","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Thelypteris palustris","eastern marsh fern","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Thuja occidentalis","eastern white cedar","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Triadenum","marsh St. Johnswort","RAM-40",-68.21386862,44.30474563,"RAM",2020,100,NA,FALSE
"Trientalis borealis","starflower","RAM-40",-68.21386862,44.30474563,"RAM",2020,75,NA,FALSE
"Typha latifolia","broadleaf cattail","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Vaccinium angustifolium","lowbush blueberry","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Vaccinium vitis-idaea","lingonberry","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-40",-68.21386862,44.30474563,"RAM",2020,25,NA,FALSE
"Viola","violet","RAM-40",-68.21386862,44.30474563,"RAM",2020,50,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-08",-68.3246338,44.23756063,"RAM",2022,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-07",-68.32089135,44.24117639,"RAM",2022,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-09",-68.32075512,44.41578373,"RAM",2022,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-10",-68.30618857,44.37194085,"RAM",2022,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-03",-68.33540469,44.24812622,"RAM",2022,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-06",-68.35918519,44.28628387,"RAM",2022,100,NA,FALSE
"Viburnum nudum var. cassinoides","northern wild raisin","RAM-01",-68.33849375,44.25000605,"RAM",2022,100,NA,FALSE
"Apocynum androsaemifolium","spreading dogbane","RAM-04",-68.20591964,44.36868354,"RAM",2022,50,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-01",-68.33849375,44.25000605,"RAM",2022,100,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-07",-68.32089135,44.24117639,"RAM",2022,100,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-10",-68.30618857,44.37194085,"RAM",2022,100,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-03",-68.33540469,44.24812622,"RAM",2022,100,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-08",-68.3246338,44.23756063,"RAM",2022,100,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-09",-68.32075512,44.41578373,"RAM",2022,100,NA,FALSE
"Ilex mucronata","mountain holly/catberry","RAM-06",-68.35918519,44.28628387,"RAM",2022,100,NA,FALSE
"Ilex verticillata","common winterberry","RAM-06",-68.35918519,44.28628387,"RAM",2022,75,NA,FALSE
"Ilex verticillata","common winterberry","RAM-01",-68.33849375,44.25000605,"RAM",2022,25,NA,FALSE
"Ilex verticillata","common winterberry","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Ilex verticillata","common winterberry","RAM-04",-68.20591964,44.36868354,"RAM",2022,50,NA,FALSE
"Ilex verticillata","common winterberry","RAM-10",-68.30618857,44.37194085,"RAM",2022,75,NA,FALSE
"Arisaema triphyllum","Jack in the pulpit","RAM-06",-68.35918519,44.28628387,"RAM",2022,75,NA,FALSE
"Symplocarpus foetidus","skunk cabbage","RAM-01",-68.33849375,44.25000605,"RAM",2022,25,NA,FALSE
"Symplocarpus foetidus","skunk cabbage","RAM-07",-68.32089135,44.24117639,"RAM",2022,100,NA,FALSE
"Symplocarpus foetidus","skunk cabbage","RAM-03",-68.33540469,44.24812622,"RAM",2022,100,NA,FALSE
"Symplocarpus foetidus","skunk cabbage","RAM-08",-68.3246338,44.23756063,"RAM",2022,50,NA,FALSE
"Symplocarpus foetidus","skunk cabbage","RAM-05",-68.32152999,44.24609193,"RAM",2022,75,NA,FALSE
"Aralia nudicaulis","wild sarsaparilla","RAM-10",-68.30618857,44.37194085,"RAM",2022,50,NA,FALSE
"Aralia nudicaulis","wild sarsaparilla","RAM-06",-68.35918519,44.28628387,"RAM",2022,75,NA,FALSE
"Aralia nudicaulis","wild sarsaparilla","RAM-07",-68.32089135,44.24117639,"RAM",2022,75,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-01",-68.33849375,44.25000605,"RAM",2022,100,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-10",-68.30618857,44.37194085,"RAM",2022,100,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-06",-68.35918519,44.28628387,"RAM",2022,100,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-07",-68.32089135,44.24117639,"RAM",2022,50,NA,FALSE
"Maianthemum canadense","Canada mayflower","RAM-08",-68.3246338,44.23756063,"RAM",2022,25,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-01",-68.33849375,44.25000605,"RAM",2022,25,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-07",-68.32089135,44.24117639,"RAM",2022,100,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-06",-68.35918519,44.28628387,"RAM",2022,75,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-08",-68.3246338,44.23756063,"RAM",2022,100,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-03",-68.33540469,44.24812622,"RAM",2022,100,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-10",-68.30618857,44.37194085,"RAM",2022,25,NA,FALSE
"Maianthemum trifolium","threeleaf false lily of the valley","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Doellingeria umbellata","parasol whitetop","RAM-06",-68.35918519,44.28628387,"RAM",2022,50,NA,FALSE
"Doellingeria umbellata","parasol whitetop","RAM-01",-68.33849375,44.25000605,"RAM",2022,100,NA,FALSE
"Doellingeria umbellata","parasol whitetop","RAM-04",-68.20591964,44.36868354,"RAM",2022,50,NA,FALSE
"Erechtites hieraciifolius","burnweed","RAM-04",-68.20591964,44.36868354,"RAM",2022,25,NA,FALSE
"Eupatorium perfoliatum","common boneset","RAM-02",-68.24258318,44.38403059,"RAM",2022,25,NA,FALSE
"Eurybia radula","low rough aster","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Eurybia radula","low rough aster","RAM-07",-68.32089135,44.24117639,"RAM",2022,50,NA,FALSE
"Eurybia radula","low rough aster","RAM-06",-68.35918519,44.28628387,"RAM",2022,50,NA,FALSE
"Eurybia radula","low rough aster","RAM-02",-68.24258318,44.38403059,"RAM",2022,50,NA,FALSE
"Eurybia radula","low rough aster","RAM-10",-68.30618857,44.37194085,"RAM",2022,75,NA,FALSE
"Oclemena acuminata","whorled wood aster","RAM-10",-68.30618857,44.37194085,"RAM",2022,75,NA,FALSE
"Oclemena acuminata","whorled wood aster","RAM-06",-68.35918519,44.28628387,"RAM",2022,75,NA,FALSE
"Oclemena nemoralis","bog aster","RAM-02",-68.24258318,44.38403059,"RAM",2022,75,NA,FALSE
"Oclemena nemoralis","bog aster","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Prenanthes","rattlesnakeroot","RAM-01",-68.33849375,44.25000605,"RAM",2022,25,NA,FALSE
"Prenanthes","rattlesnakeroot","RAM-08",-68.3246338,44.23756063,"RAM",2022,25,NA,FALSE
"Solidago rugosa","wrinkleleaf goldenrod","RAM-04",-68.20591964,44.36868354,"RAM",2022,25,NA,FALSE
"Solidago simplex","Rand's goldenrod","RAM-02",-68.24258318,44.38403059,"RAM",2022,25,NA,FALSE
"Solidago uliginosa","bog goldenrod","RAM-08",-68.3246338,44.23756063,"RAM",2022,25,NA,FALSE
"Solidago uliginosa","bog goldenrod","RAM-01",-68.33849375,44.25000605,"RAM",2022,75,NA,FALSE
"Solidago uliginosa","bog goldenrod","RAM-05",-68.32152999,44.24609193,"RAM",2022,75,NA,FALSE
"Solidago uliginosa","bog goldenrod","RAM-02",-68.24258318,44.38403059,"RAM",2022,25,NA,FALSE
"Solidago uliginosa","bog goldenrod","RAM-09",-68.32075512,44.41578373,"RAM",2022,100,NA,FALSE
"Alnus incana","gray alder","RAM-01",-68.33849375,44.25000605,"RAM",2022,25,NA,FALSE
"Alnus incana","gray alder","RAM-06",-68.35918519,44.28628387,"RAM",2022,75,NA,FALSE
"Alnus incana","gray alder","RAM-04",-68.20591964,44.36868354,"RAM",2022,75,NA,FALSE
"Alnus incana","gray alder","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Betula alleghaniensis","yellow birch","RAM-06",-68.35918519,44.28628387,"RAM",2022,100,NA,FALSE
"Betula cordifolia","mountain paper birch","RAM-06",-68.35918519,44.28628387,"RAM",2022,25,NA,FALSE
"Betula populifolia","gray birch","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Betula populifolia","gray birch","RAM-07",-68.32089135,44.24117639,"RAM",2022,25,NA,FALSE
"Betula populifolia","gray birch","RAM-04",-68.20591964,44.36868354,"RAM",2022,75,NA,FALSE
"Cornus canadensis","bunchberry dogwood","RAM-07",-68.32089135,44.24117639,"RAM",2022,100,NA,FALSE
"Cornus canadensis","bunchberry dogwood","RAM-03",-68.33540469,44.24812622,"RAM",2022,100,NA,FALSE
"Cornus canadensis","bunchberry dogwood","RAM-06",-68.35918519,44.28628387,"RAM",2022,100,NA,FALSE
"Cornus canadensis","bunchberry dogwood","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Cornus canadensis","bunchberry dogwood","RAM-08",-68.3246338,44.23756063,"RAM",2022,100,NA,FALSE
"Cornus canadensis","bunchberry dogwood","RAM-10",-68.30618857,44.37194085,"RAM",2022,100,NA,FALSE
"Cornus canadensis","bunchberry dogwood","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Cornus canadensis","bunchberry dogwood","RAM-01",-68.33849375,44.25000605,"RAM",2022,75,NA,FALSE
"Thuja occidentalis","eastern white cedar","RAM-07",-68.32089135,44.24117639,"RAM",2022,75,NA,FALSE
"Thuja occidentalis","eastern white cedar","RAM-06",-68.35918519,44.28628387,"RAM",2022,100,NA,FALSE
"Carex atlantica","prickly bog sedge","RAM-05",-68.32152999,44.24609193,"RAM",2022,25,NA,FALSE
"Carex atlantica","prickly bog sedge","RAM-02",-68.24258318,44.38403059,"RAM",2022,50,NA,FALSE
"Carex atlantica","prickly bog sedge","RAM-06",-68.35918519,44.28628387,"RAM",2022,25,NA,FALSE
"Carex brunnescens","brownish sedge","RAM-06",-68.35918519,44.28628387,"RAM",2022,100,NA,FALSE
"Carex debilis","white edge sedge","RAM-08",-68.3246338,44.23756063,"RAM",2022,50,NA,FALSE
"Carex exilis","coastal sedge","RAM-05",-68.32152999,44.24609193,"RAM",2022,50,NA,FALSE
"Carex folliculata","long sedge","RAM-06",-68.35918519,44.28628387,"RAM",2022,100,NA,FALSE
"Carex folliculata","long sedge","RAM-02",-68.24258318,44.38403059,"RAM",2022,25,NA,FALSE
"Carex folliculata","long sedge","RAM-01",-68.33849375,44.25000605,"RAM",2022,25,NA,FALSE
"Carex folliculata","long sedge","RAM-05",-68.32152999,44.24609193,"RAM",2022,25,NA,FALSE
"Carex lacustris","hairy sedge","RAM-04",-68.20591964,44.36868354,"RAM",2022,100,NA,FALSE
"Carex lacustris","hairy sedge","RAM-06",-68.35918519,44.28628387,"RAM",2022,25,NA,FALSE
"Carex lasiocarpa","woolly-fruit sedge","RAM-04",-68.20591964,44.36868354,"RAM",2022,100,NA,FALSE
"Carex lasiocarpa","woolly-fruit sedge","RAM-02",-68.24258318,44.38403059,"RAM",2022,75,NA,FALSE
"Carex magellanica","boreal bog sedge","RAM-05",-68.32152999,44.24609193,"RAM",2022,75,NA,FALSE
"Carex magellanica","boreal bog sedge","RAM-06",-68.35918519,44.28628387,"RAM",2022,25,NA,FALSE
"Carex magellanica","boreal bog sedge","RAM-10",-68.30618857,44.37194085,"RAM",2022,75,NA,FALSE
"Carex pauciflora","fewflower sedge","RAM-08",-68.3246338,44.23756063,"RAM",2022,25,NA,FALSE
"Carex stricta","upright sedge","RAM-06",-68.35918519,44.28628387,"RAM",2022,50,NA,FALSE
"Carex stricta","upright sedge","RAM-04",-68.20591964,44.36868354,"RAM",2022,100,NA,FALSE
"Carex stricta","upright sedge","RAM-08",-68.3246338,44.23756063,"RAM",2022,25,NA,FALSE
"Carex stricta","upright sedge","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Carex trisperma","threeseeded sedge","RAM-03",-68.33540469,44.24812622,"RAM",2022,100,NA,FALSE
"Carex trisperma","threeseeded sedge","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Carex trisperma","threeseeded sedge","RAM-08",-68.3246338,44.23756063,"RAM",2022,50,NA,FALSE
"Carex trisperma","threeseeded sedge","RAM-01",-68.33849375,44.25000605,"RAM",2022,100,NA,FALSE
"Carex trisperma","threeseeded sedge","RAM-10",-68.30618857,44.37194085,"RAM",2022,100,NA,FALSE
"Carex trisperma","threeseeded sedge","RAM-06",-68.35918519,44.28628387,"RAM",2022,100,NA,FALSE
"Carex trisperma","threeseeded sedge","RAM-07",-68.32089135,44.24117639,"RAM",2022,100,NA,FALSE
"Cladium mariscoides","smooth sawgrass","RAM-02",-68.24258318,44.38403059,"RAM",2022,25,NA,FALSE
"Dulichium arundinaceum","threeway sedge","RAM-04",-68.20591964,44.36868354,"RAM",2022,25,NA,FALSE
"Dulichium arundinaceum","threeway sedge","RAM-02",-68.24258318,44.38403059,"RAM",2022,50,NA,FALSE
"Eriophorum angustifolium","tall cottongrass","RAM-08",-68.3246338,44.23756063,"RAM",2022,100,NA,FALSE
"Eriophorum angustifolium","tall cottongrass","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Eriophorum angustifolium","tall cottongrass","RAM-09",-68.32075512,44.41578373,"RAM",2022,100,NA,FALSE
"Eriophorum angustifolium","tall cottongrass","RAM-01",-68.33849375,44.25000605,"RAM",2022,25,NA,FALSE
"Eriophorum tenellum","fewnerved cottongrass","RAM-02",-68.24258318,44.38403059,"RAM",2022,50,NA,FALSE
"Eriophorum vaginatum","tussock cottongrass","RAM-09",-68.32075512,44.41578373,"RAM",2022,100,NA,FALSE
"Eriophorum vaginatum","tussock cottongrass","RAM-05",-68.32152999,44.24609193,"RAM",2022,25,NA,FALSE
"Eriophorum virginicum","tawny cottongrass","RAM-05",-68.32152999,44.24609193,"RAM",2022,75,NA,FALSE
"Eriophorum virginicum","tawny cottongrass","RAM-07",-68.32089135,44.24117639,"RAM",2022,50,NA,FALSE
"Eriophorum virginicum","tawny cottongrass","RAM-06",-68.35918519,44.28628387,"RAM",2022,50,NA,FALSE
"Eriophorum virginicum","tawny cottongrass","RAM-03",-68.33540469,44.24812622,"RAM",2022,25,NA,FALSE
"Eriophorum virginicum","tawny cottongrass","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Eriophorum virginicum","tawny cottongrass","RAM-10",-68.30618857,44.37194085,"RAM",2022,50,NA,FALSE
"Rhynchospora alba","white beaksedge","RAM-02",-68.24258318,44.38403059,"RAM",2022,50,NA,FALSE
"Rhynchospora alba","white beaksedge","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Scirpus cyperinus","woolgrass","RAM-04",-68.20591964,44.36868354,"RAM",2022,100,NA,FALSE
"Trichophorum cespitosum","tufted bulrush","RAM-09",-68.32075512,44.41578373,"RAM",2022,25,NA,FALSE
"Trichophorum cespitosum","tufted bulrush","RAM-08",-68.3246338,44.23756063,"RAM",2022,50,NA,FALSE
"Trichophorum cespitosum","tufted bulrush","RAM-05",-68.32152999,44.24609193,"RAM",2022,50,NA,FALSE
"Carex utriculata","Northwest Territory sedge","RAM-04",-68.20591964,44.36868354,"RAM",2022,25,NA,FALSE
"Pteridium aquilinum","brackenfern","RAM-08",-68.3246338,44.23756063,"RAM",2022,50,NA,FALSE
"Drosera intermedia","spoonleaf sundew","RAM-05",-68.32152999,44.24609193,"RAM",2022,50,NA,FALSE
"Drosera intermedia","spoonleaf sundew","RAM-02",-68.24258318,44.38403059,"RAM",2022,50,NA,FALSE
"Drosera rotundifolia","round-leaf sundew","RAM-08",-68.3246338,44.23756063,"RAM",2022,25,NA,FALSE
"Drosera rotundifolia","round-leaf sundew","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Drosera rotundifolia","round-leaf sundew","RAM-05",-68.32152999,44.24609193,"RAM",2022,75,NA,FALSE
"Drosera rotundifolia","round-leaf sundew","RAM-07",-68.32089135,44.24117639,"RAM",2022,50,NA,FALSE
"Drosera rotundifolia","round-leaf sundew","RAM-10",-68.30618857,44.37194085,"RAM",2022,25,NA,FALSE
"Drosera rotundifolia","round-leaf sundew","RAM-06",-68.35918519,44.28628387,"RAM",2022,75,NA,FALSE
"Drosera rotundifolia","round-leaf sundew","RAM-09",-68.32075512,44.41578373,"RAM",2022,75,NA,FALSE
"Dryopteris cristata","crested woodfern","RAM-06",-68.35918519,44.28628387,"RAM",2022,50,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-01",-68.33849375,44.25000605,"RAM",2022,100,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-10",-68.30618857,44.37194085,"RAM",2022,25,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-09",-68.32075512,44.41578373,"RAM",2022,100,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-03",-68.33540469,44.24812622,"RAM",2022,100,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-04",-68.20591964,44.36868354,"RAM",2022,100,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-07",-68.32089135,44.24117639,"RAM",2022,100,NA,FALSE
"Chamaedaphne calyculata","leatherleaf","RAM-08",-68.3246338,44.23756063,"RAM",2022,100,NA,FALSE
"Empetrum nigrum","black crowberry","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Empetrum nigrum","black crowberry","RAM-08",-68.3246338,44.23756063,"RAM",2022,25,NA,FALSE
"Gaultheria hispidula","creeping snowberry","RAM-03",-68.33540469,44.24812622,"RAM",2022,75,NA,FALSE
"Gaultheria hispidula","creeping snowberry","RAM-08",-68.3246338,44.23756063,"RAM",2022,25,NA,FALSE
"Gaultheria hispidula","creeping snowberry","RAM-07",-68.32089135,44.24117639,"RAM",2022,100,NA,FALSE
"Gaultheria hispidula","creeping snowberry","RAM-05",-68.32152999,44.24609193,"RAM",2022,25,NA,FALSE
"Gaultheria hispidula","creeping snowberry","RAM-06",-68.35918519,44.28628387,"RAM",2022,50,NA,FALSE
"Gaultheria hispidula","creeping snowberry","RAM-10",-68.30618857,44.37194085,"RAM",2022,100,NA,FALSE
"Gaultheria procumbens","eastern teaberry","RAM-08",-68.3246338,44.23756063,"RAM",2022,25,NA,FALSE
"Gaylussacia baccata","black huckleberry","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Gaylussacia baccata","black huckleberry","RAM-03",-68.33540469,44.24812622,"RAM",2022,100,NA,FALSE
"Gaylussacia baccata","black huckleberry","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Gaylussacia baccata","black huckleberry","RAM-08",-68.3246338,44.23756063,"RAM",2022,100,NA,FALSE
"Gaylussacia baccata","black huckleberry","RAM-01",-68.33849375,44.25000605,"RAM",2022,25,NA,FALSE
"Gaylussacia baccata","black huckleberry","RAM-07",-68.32089135,44.24117639,"RAM",2022,100,NA,FALSE
"Gaylussacia baccata","black huckleberry","RAM-10",-68.30618857,44.37194085,"RAM",2022,100,NA,FALSE
"Gaylussacia dumosa","dwarf huckleberry","RAM-07",-68.32089135,44.24117639,"RAM",2022,25,NA,FALSE
"Gaylussacia dumosa","dwarf huckleberry","RAM-08",-68.3246338,44.23756063,"RAM",2022,50,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-07",-68.32089135,44.24117639,"RAM",2022,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-03",-68.33540469,44.24812622,"RAM",2022,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-02",-68.24258318,44.38403059,"RAM",2022,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-10",-68.30618857,44.37194085,"RAM",2022,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-01",-68.33849375,44.25000605,"RAM",2022,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-05",-68.32152999,44.24609193,"RAM",2022,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-09",-68.32075512,44.41578373,"RAM",2022,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-08",-68.3246338,44.23756063,"RAM",2022,100,NA,FALSE
"Kalmia angustifolia","sheep laurel","RAM-06",-68.35918519,44.28628387,"RAM",2022,100,NA,FALSE
"Kalmia polifolia","bog laurel","RAM-05",-68.32152999,44.24609193,"RAM",2022,25,NA,FALSE
"Monotropa uniflora","Indianpipe","RAM-06",-68.35918519,44.28628387,"RAM",2022,25,NA,FALSE
"Monotropa uniflora","Indianpipe","RAM-07",-68.32089135,44.24117639,"RAM",2022,25,NA,FALSE
"Monotropa uniflora","Indianpipe","RAM-10",-68.30618857,44.37194085,"RAM",2022,25,NA,FALSE
"Monotropa uniflora","Indianpipe","RAM-08",-68.3246338,44.23756063,"RAM",2022,25,NA,FALSE
