"site.name","local.id","site.type","year","xcoord","ycoord","species","plant.code","avg.cov","coc","nativity","stress.tol","notes"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"LARIX LARICINA","LALA",0.02,4,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"LARIX LARICINA","LALA",0.04,4,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"LARIX LARICINA","LALA",0.42,4,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"LEDUM GROENLANDICUM","LEGR",0.02,8,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"LEDUM GROENLANDICUM","LEGR",0.02,8,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"MYRICA GALE","MYGA",74,5,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"MYRICA GALE","MYGA",59,5,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"MYRICA GALE","MYGA",77,5,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"OSMUNDASTRUM CINNAMOMEUM","OSCI2",0.02,4,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"PICEA MARIANA","PIMA",0.06,6,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"PICEA RUBENS","PIRU",0.04,4,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"PICEA RUBENS","PIRU",0.06,4,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"RHODODENDRON CANADENSE","RHCA6",0.2,5,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"RHODODENDRON GROENLANDICUM","RHGR3",0.02,8,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"ROSA NITIDA","RONI",0.04,7,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"ROSA NITIDA","RONI",0.6,7,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"ROSA NITIDA","RONI",0.8,7,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"RUBUS IDAEUS","RUID",0.02,2,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"RUBUS IDAEUS","RUID",0.02,2,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"SOLIDAGO ULIGINOSA","SOUL",0.02,8,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"SPARGANIUM AMERICANUM","SPAM",0.02,5,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"SPARGANIUM EMERSUM","SPEM2",0.02,3,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"SPARGANIUM EMERSUM","SPEM2",0.02,3,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"SPIRAEA ALBA","SPAL2",19,3,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"SPIRAEA ALBA","SPAL2",6.6,3,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"SPIRAEA ALBA VAR. LATIFOLIA","SPALL",15.6,3,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"SPIRAEA TOMENTOSA","SPTO2",0.02,4,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"SPIRAEA TOMENTOSA","SPTO2",0.02,4,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"SPIRAEA TOMENTOSA","SPTO2",0.02,4,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"THUJA OCCIDENTALIS","THOC2",0.02,3,"native",1,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"THUJA OCCIDENTALIS","THOC2",0.2,3,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"THUJA OCCIDENTALIS","THOC2",0.4,3,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"TRIADENUM FRASERI","TRFR",0.02,6,"native",0,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"TRIADENUM VIRGINICUM","TRVI2",0.06,6,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"TRIADENUM VIRGINICUM","TRVI2",0.06,6,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"TRIADENUM VIRGINICUM","TRVI2",0.06,6,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"UTRICULARIA VULGARIS SPP. MACRORHIZA","UTVUM",0.02,4,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"VACCINIUM CORYMBOSUM","VACO",0.4,4,"native",1,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"VACCINIUM CORYMBOSUM","VACO",0.6,4,"native",1,"Heath Brook"
"NWCA11-R308","HEBR","SEN",2011,550295.821627,4902978.34333,"VACCINIUM MACROCARPON","VAMA",0.08,5,"native",0,"Heath Brook"
"NWCA16-R308","HEBR","SEN",2016,550295.821627,4902978.34333,"VACCINIUM MACROCARPON","VAMA",0.64,5,"native",0,"Heath Brook"
"NWC21-ME-HP308","HEBR","SEN",2021,550295.821627,4902978.34333,"VACCINIUM MACROCARPON","VAMA",2.04,5,"native",0,"Heath Brook"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"ABIES BALSAMEA","ABBA",5.6,3,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"ABIES BALSAMEA","ABBA",1.24,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"ABIES BALSAMEA","ABBA",2.04,3,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"ACER RUBRUM","ACRU",0.1,3,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"ACER RUBRUM","ACRU",0.48,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"ACER RUBRUM","ACRU",0.1,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"AMELANCHIER","AMELA",0.02,4.33333333333333,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"ARALIA NUDICAULIS","ARNU2",0.02,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"ARALIA NUDICAULIS","ARNU2",0.02,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"ARONIA MELANOCARPA","ARME6",0.02,5,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"BETULA ALLEGHANIENSIS","BEAL2",1.2,5,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"BETULA ALLEGHANIENSIS","BEAL2",1.4,5,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"BETULA ALLEGHANIENSIS","BEAL2",0.6,5,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"BETULA PAPYRIFERA","BEPA",0.84,3,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"BETULA PAPYRIFERA","BEPA",0.82,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"BETULA PAPYRIFERA","BEPA",0.8,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"CAREX ECHINATA VAR. ECHINATA","CAECE",0.02,3,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"CAREX LIMOSA","CALI7",0.02,7,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"CAREX MAGELLANICA SPP. IRRIGUA","CAMAI2",0.06,7,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"CAREX STRICTA","CAST8",8,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"CAREX STRICTA","CAST8",6.2,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"CAREX STRICTA","CAST8",1.4,4,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"CAREX TRISPERMA","CATR10",51,5,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"CAREX TRISPERMA","CATR10",35,5,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"CAREX TRISPERMA","CATR10",23,5,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"CHAMAEPERICLYMENUM CANADENSE","CHCA24",0.1,5,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"COPTIS TRIFOLIA","COTR2",0.1,6,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"COPTIS TRIFOLIA","COTR2",0.1,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"COPTIS TRIFOLIA","COTR2",0.1,6,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"CORNUS CANADENSIS","COCA13",0.28,5,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"CORNUS CANADENSIS","COCA13",0.1,5,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"ERIOPHORUM VIRGINICUM","ERVI8",0.06,6,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"ERIOPHORUM VIRGINICUM","ERVI8",0.04,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"ERIOPHORUM VIRGINICUM","ERVI8",0.04,6,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"EURYBIA RADULA","EURA10",0.1,6,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"EURYBIA RADULA","EURA10",0.1,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"EURYBIA RADULA","EURA10",0.1,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"FAGUS GRANDIFOLIA","FAGR",0.02,4,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"GAULTHERIA HISPIDULA","GAHI2",0.1,6,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"GAULTHERIA HISPIDULA","GAHI2",0.1,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"GAULTHERIA HISPIDULA","GAHI2",0.48,6,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"GAYLUSSACIA BACCATA","GABA",19,5,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"GAYLUSSACIA BACCATA","GABA",20.8,5,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"GAYLUSSACIA BACCATA","GABA",14.4,5,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"ILEX MUCRONATA","ILMU",0.06,6,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"ILEX MUCRONATA","ILMU",0.1,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"ILEX MUCRONATA","ILMU",0.1,6,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"ILEX VERTICILLATA","ILVE",0.02,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"ILEX VERTICILLATA","ILVE",0.04,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"ILEX VERTICILLATA","ILVE",0.02,4,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"IRIS VERSICOLOR","IRVE2",0.2,3,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"IRIS VERSICOLOR","IRVE2",0.02,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"IRIS VERSICOLOR","IRVE2",0.02,3,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"KALMIA ANGUSTIFOLIA","KAAN",0.1,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"KALMIA ANGUSTIFOLIA","KAAN",0.46,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"KALMIA ANGUSTIFOLIA SPP. ANGUSTIFOLIA","KAAN",0.1,4,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"LARIX LARICINA","LALA",0.1,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"LARIX LARICINA","LALA",0.1,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"LARIX LARICINA","LALA",0.48,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"LYSIMACHIA BOREALIS","TRIBO2",0.1,4,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"MAIANTHEMUM CANADENSE","MACA4",0.04,3,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"MAIANTHEMUM CANADENSE","MACA4",0.02,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"MAIANTHEMUM CANADENSE","MACA4",0.04,3,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"MAIANTHEMUM TRIFOLIUM","MATR4",0.22,7,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"MAIANTHEMUM TRIFOLIUM","MATR4",0.04,7,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"MAIANTHEMUM TRIFOLIUM","MATR4",0.22,7,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"MITCHELLA REPENS","MIRE",0.02,5,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"MONOTROPA UNIFLORA","MOUN3",0.02,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"MONOTROPA UNIFLORA","MOUN3",0.02,6,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"MORELLA PENSYLVANICA","MOPE6",5.24,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"MORELLA PENSYLVANICA","MOPE6",2,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"MORELLA PENSYLVANICA","MOPE6",3.62,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"OCLEMENA ACUMINATA","OCAC",0.1,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"OCLEMENA NEMORALIS","OCNE2",0.02,8,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"OCLEMENA X BLAKEI","OCBL",0.02,6,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"OSMUNDA CINNAMOMEA","OSCI",43,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"OSMUNDA CINNAMOMEA","OSCI",36,4,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"OSMUNDA REGALIS","OSRE",3.2,6,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"OSMUNDA REGALIS","OSRE",1.2,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"OSMUNDA REGALIS","OSRE",0.44,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"OSMUNDASTRUM CINNAMOMEUM","OSCI2",48.4,4,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"PICEA MARIANA","PIMA",7.6,6,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"PICEA MARIANA","PIMA",3.02,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"PICEA MARIANA","PIMA",3.2,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"PICEA RUBENS","PIRU",0.46,4,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"PINUS STROBUS","PIST",0.04,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"PINUS STROBUS","PIST",0.08,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"QUERCUS RUBRA","QURU",0.04,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"RHODODENDRON CANADENSE","RHCA6",0.02,5,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"RUBUS HISPIDUS","RUHI",0.02,3,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"SARRACENIA PURPUREA","SAPU4",0.66,7,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"SARRACENIA PURPUREA","SAPU4",0.1,7,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"SARRACENIA PURPUREA SPP. PURPUREA","SAPU4",0.1,7,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"SORBUS AMERICANA","SOAM3",0.02,6,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"SORBUS AMERICANA","SOAM3",0.02,6,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"SORBUS DECORA","SODE3",0.04,6,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"THUJA OCCIDENTALIS","THOC2",66,3,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"THUJA OCCIDENTALIS","THOC2",37,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"THUJA OCCIDENTALIS","THOC2",27.2,3,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"TRIENTALIS BOREALIS","TRBO2",0.1,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"TRIENTALIS BOREALIS","TRBO2",0.1,4,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"VACCINIUM ANGUSTIFOLIUM","VAAN",0.1,3,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"VACCINIUM ANGUSTIFOLIUM","VAAN",0.1,3,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"VACCINIUM ANGUSTIFOLIUM","VAAN",0.08,3,"native",1,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"VACCINIUM CORYMBOSUM","VACO",0.02,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"VACCINIUM CORYMBOSUM","VACO",0.22,4,"native",1,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"VACCINIUM CORYMBOSUM","VACO",0.24,4,"native",1,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"VACCINIUM MYRTILLOIDES","VAMY",0.02,5,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"VACCINIUM MYRTILLOIDES","VAMY",0.06,5,"native",0,"Hodgdon Swamp"
"NWCA11-R309","HODG","SEN",2011,548334.021846,4908555.80487,"VIBURNUM NUDUM","VINU",0.06,5,"native",0,"Hodgdon Swamp"
"NWCA16-R309","HODG","SEN",2016,548334.021846,4908555.80487,"VIBURNUM NUDUM","VINU",0.1,5,"native",0,"Hodgdon Swamp"
"NWC21-ME-HP309","HODG","SEN",2021,548334.021846,4908555.80487,"VIBURNUM NUDUM VAR. CASSINOIDES","VINUC",0.1,5,"native",0,"Hodgdon Swamp"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"ACER RUBRUM","ACRU",0.08,3,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"ACER RUBRUM","ACRU",0.02,3,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"ACER RUBRUM","ACRU",0.1,3,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"ALNUS INCANA",NA,2.6,NA,NA,NA,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"ALNUS INCANA","ALIN2",1.04,3,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"ALNUS INCANA SPP. RUGOSA","ALINR",3.62,3,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"ARONIA MELANOCARPA","ARME6",0.04,5,"native",0,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"CALAMAGROSTIS CANADENSIS","CACA4",11.6,3,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"CALAMAGROSTIS CANADENSIS","CACA4",4.82,3,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"CALAMAGROSTIS CANADENSIS","CACA4",1.02,3,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"CAREX LASIOCARPA","CALA11",20.4,6,"native",0,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"CAREX LASIOCARPA","CALA11",34,6,"native",0,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"CAREX LASIOCARPA SPP. AMERICANA","CALAA",19,6,"native",0,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"CAREX STRICTA","CAST8",15.24,4,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"CAREX STRICTA","CAST8",21.4,4,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"CAREX STRICTA","CAST8",2.02,4,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"CAREX UTRICULATA","CAUT",31,5,"native",0,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"CAREX UTRICULATA","CAUT",26,5,"native",0,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"CAREX UTRICULATA","CAUT",19.2,5,"native",0,"Little Hunter's Brook"
